work_type,t,shift,nurse_id,value
overtime,11,Night,6,0
regular,11,Night,6,0
overtime,11,Night,7,0
regular,11,Night,7,0
overtime,11,Night,8,0
regular,11,Night,8,0
overtime,11,Night,9,0
regular,11,Night,9,0
overtime,11,Night,10,0
regular,11,Night,10,0
overtime,11,Night,11,0
regular,11,Night,11,0
overtime,11,Night,12,0
regular,11,Night,12,0
overtime,11,Night,13,0
regular,11,Night,13,0
overtime,11,Night,14,0
regular,11,Night,14,1
overtime,11,Night,15,0
regular,11,Night,15,1
overtime,11,Night,16,0
regular,11,Night,16,0
overtime,11,Night,17,0
regular,11,Night,17,0
overtime,11,Night,18,0
regular,11,Night,18,0
overtime,11,Night,19,0
regular,11,Night,19,0
overtime,11,Night,20,0
regular,11,Night,20,1
overtime,11,Night,21,0
regular,11,Night,21,0
overtime,11,Night,22,0
regular,11,Night,22,0
overtime,11,Night,23,0
regular,11,Night,23,1
overtime,11,Night,24,0
regular,11,Night,24,0
overtime,11,Night,25,0
regular,11,Night,25,0
overtime,11,Night,26,0
regular,11,Night,26,0
overtime,11,Night,27,0
regular,11,Night,27,0
overtime,11,Night,28,0
regular,11,Night,28,0
overtime,11,Night,29,0
regular,11,Night,29,0
overtime,12,Morning,0,0
regular,12,Morning,0,0
overtime,12,Morning,1,0
regular,12,Morning,1,0
overtime,12,Morning,2,0
regular,12,Morning,2,0
overtime,12,Morning,3,0
regular,12,Morning,3,0
overtime,12,Morning,4,0
regular,12,Morning,4,0
overtime,12,Morning,5,0
regular,12,Morning,5,1
overtime,12,Morning,6,0
regular,12,Morning,6,0
overtime,12,Morning,7,0
regular,12,Morning,7,1
overtime,12,Morning,8,0
regular,12,Morning,8,1
overtime,12,Morning,9,0
regular,12,Morning,9,0
overtime,12,Morning,10,0
regular,12,Morning,10,0
overtime,12,Morning,11,0
regular,12,Morning,11,1
overtime,12,Morning,12,0
regular,12,Morning,12,0
overtime,12,Morning,13,0
regular,12,Morning,13,0
overtime,12,Morning,14,0
regular,12,Morning,14,0
overtime,12,Morning,15,0
regular,12,Morning,15,0
overtime,12,Morning,16,0
regular,12,Morning,16,0
overtime,12,Morning,17,0
regular,12,Morning,17,0
overtime,12,Morning,18,0
regular,12,Morning,18,1
overtime,12,Morning,19,0
regular,12,Morning,19,0
overtime,12,Morning,20,0
regular,12,Morning,20,0
overtime,12,Morning,21,0
regular,12,Morning,21,0
overtime,12,Morning,22,0
regular,12,Morning,22,1
overtime,12,Morning,23,0
regular,12,Morning,23,0
overtime,12,Morning,24,0
regular,12,Morning,24,0
overtime,12,Morning,25,0
regular,12,Morning,25,1
overtime,12,Morning,26,0
regular,12,Morning,26,0
overtime,12,Morning,27,0
regular,12,Morning,27,0
overtime,12,Morning,28,0
regular,12,Morning,28,0
overtime,12,Morning,29,0
regular,12,Morning,29,0
overtime,12,Evening,0,0
regular,12,Evening,0,0
overtime,12,Evening,1,0
regular,12,Evening,1,0
overtime,12,Evening,2,0
regular,12,Evening,2,0
overtime,12,Evening,3,0
regular,12,Evening,3,0
overtime,12,Evening,4,0
regular,12,Evening,4,1
overtime,12,Evening,5,0
regular,12,Evening,5,0
overtime,12,Evening,6,0
regular,12,Evening,6,1
overtime,12,Evening,7,0
regular,12,Evening,7,0
overtime,12,Evening,8,0
regular,12,Evening,8,0
overtime,12,Evening,9,0
regular,12,Evening,9,1
overtime,12,Evening,10,0
regular,12,Evening,10,1
overtime,12,Evening,11,0
regular,12,Evening,11,0
overtime,12,Evening,12,0
regular,12,Evening,12,0
overtime,12,Evening,13,0
regular,12,Evening,13,0
overtime,12,Evening,14,0
regular,12,Evening,14,0
overtime,12,Evening,15,0
regular,12,Evening,15,0
overtime,12,Evening,16,0
regular,12,Evening,16,0
overtime,12,Evening,17,0
regular,12,Evening,17,1
overtime,12,Evening,18,0
regular,12,Evening,18,0
overtime,12,Evening,19,0
regular,12,Evening,19,0
overtime,12,Evening,20,0
regular,12,Evening,20,0
overtime,12,Evening,21,0
regular,12,Evening,21,1
overtime,12,Evening,22,0
regular,12,Evening,22,0
overtime,12,Evening,23,0
regular,12,Evening,23,0
overtime,12,Evening,24,0
regular,12,Evening,24,0
overtime,12,Evening,25,0
regular,12,Evening,25,0
overtime,12,Evening,26,0
regular,12,Evening,26,0
overtime,12,Evening,27,0
regular,12,Evening,27,0
overtime,12,Evening,28,0
regular,12,Evening,28,0
overtime,12,Evening,29,0
regular,12,Evening,29,1
overtime,12,Night,0,0
regular,12,Night,0,0
overtime,12,Night,1,0
regular,12,Night,1,0
overtime,12,Night,2,0
regular,12,Night,2,0
overtime,12,Night,3,0
regular,12,Night,3,0
overtime,12,Night,4,0
regular,12,Night,4,0
overtime,12,Night,5,0
regular,12,Night,5,0
overtime,12,Night,6,0
regular,12,Night,6,0
overtime,12,Night,7,0
regular,12,Night,7,0
overtime,12,Night,8,0
regular,12,Night,8,0
overtime,12,Night,9,0
regular,12,Night,9,0
overtime,12,Night,10,0
regular,12,Night,10,0
overtime,12,Night,11,1
regular,12,Night,11,0
overtime,12,Night,12,0
regular,12,Night,12,0
overtime,12,Night,13,0
regular,12,Night,13,1
overtime,12,Night,14,0
regular,12,Night,14,0
overtime,12,Night,15,0
regular,12,Night,15,0
overtime,12,Night,16,0
regular,12,Night,16,1
overtime,12,Night,17,0
regular,12,Night,17,0
overtime,12,Night,18,0
regular,12,Night,18,0
overtime,12,Night,19,0
regular,12,Night,19,1
overtime,12,Night,20,0
regular,12,Night,20,0
overtime,12,Night,21,0
regular,12,Night,21,0
overtime,12,Night,22,0
regular,12,Night,22,0
overtime,12,Night,23,0
regular,12,Night,23,0
overtime,12,Night,24,0
regular,12,Night,24,1
overtime,12,Night,25,0
regular,12,Night,25,0
overtime,12,Night,26,0
regular,12,Night,26,1
overtime,12,Night,27,1
regular,12,Night,27,0
overtime,12,Night,28,0
regular,12,Night,28,0
overtime,12,Night,29,0
regular,12,Night,29,0
overtime,13,Morning,0,0
regular,13,Morning,0,0
overtime,13,Morning,1,0
regular,13,Morning,1,1
overtime,13,Morning,2,0
regular,13,Morning,2,1
overtime,13,Morning,3,1
regular,13,Morning,3,0
overtime,13,Morning,4,0
regular,13,Morning,4,1
overtime,13,Morning,5,0
regular,13,Morning,5,0
overtime,13,Morning,6,0
regular,13,Morning,6,0
overtime,13,Morning,7,0
regular,13,Morning,7,1
overtime,13,Morning,8,0
regular,13,Morning,8,0
overtime,13,Morning,9,0
regular,13,Morning,9,1
overtime,13,Morning,10,0
regular,13,Morning,10,0
overtime,13,Morning,11,0
regular,13,Morning,11,0
overtime,13,Morning,12,0
regular,13,Morning,12,1
overtime,13,Morning,13,0
regular,13,Morning,13,0
overtime,13,Morning,14,0
regular,13,Morning,14,0
overtime,13,Morning,15,0
regular,13,Morning,15,0
overtime,13,Morning,16,0
regular,13,Morning,16,0
overtime,13,Morning,17,0
regular,13,Morning,17,0
overtime,13,Morning,18,0
regular,13,Morning,18,0
overtime,13,Morning,19,0
regular,13,Morning,19,0
overtime,13,Morning,20,0
regular,13,Morning,20,0
overtime,13,Morning,21,0
regular,13,Morning,21,0
overtime,13,Morning,22,0
regular,13,Morning,22,0
overtime,13,Morning,23,0
regular,13,Morning,23,0
overtime,13,Morning,24,0
regular,13,Morning,24,0
overtime,13,Morning,25,0
regular,13,Morning,25,0
overtime,13,Morning,26,0
regular,13,Morning,26,0
overtime,13,Morning,27,0
regular,13,Morning,27,0
overtime,13,Morning,28,0
regular,13,Morning,28,0
overtime,13,Morning,29,0
regular,13,Morning,29,0
overtime,13,Evening,0,0
regular,13,Evening,0,0
overtime,13,Evening,1,0
regular,13,Evening,1,0
overtime,13,Evening,2,0
regular,13,Evening,2,0
overtime,13,Evening,3,0
regular,13,Evening,3,1
overtime,13,Evening,4,0
regular,13,Evening,4,0
overtime,13,Evening,5,0
regular,13,Evening,5,0
overtime,13,Evening,6,0
regular,13,Evening,6,0
overtime,13,Evening,7,0
regular,13,Evening,7,0
overtime,13,Evening,8,0
regular,13,Evening,8,0
overtime,13,Evening,9,0
regular,13,Evening,9,0
overtime,13,Evening,10,0
regular,13,Evening,10,0
overtime,13,Evening,11,0
regular,13,Evening,11,0
overtime,13,Evening,12,0
regular,13,Evening,12,0
overtime,13,Evening,13,0
regular,13,Evening,13,0
overtime,13,Evening,14,0
regular,13,Evening,14,1
overtime,13,Evening,15,0
regular,13,Evening,15,1
overtime,13,Evening,16,0
regular,13,Evening,16,0
overtime,13,Evening,17,0
regular,13,Evening,17,1
overtime,13,Evening,18,0
regular,13,Evening,18,1
overtime,13,Evening,19,0
regular,13,Evening,19,0
overtime,13,Evening,20,0
regular,13,Evening,20,0
overtime,13,Evening,21,0
regular,13,Evening,21,0
overtime,13,Evening,22,0
regular,13,Evening,22,0
overtime,13,Evening,23,0
regular,13,Evening,23,1
overtime,13,Evening,24,0
regular,13,Evening,24,0
overtime,13,Evening,25,0
regular,13,Evening,25,0
overtime,13,Evening,26,0
regular,13,Evening,26,0
overtime,13,Evening,27,0
regular,13,Evening,27,0
overtime,13,Evening,28,0
regular,13,Evening,28,1
overtime,13,Evening,29,0
regular,13,Evening,29,0
overtime,13,Night,0,0
regular,13,Night,0,0
overtime,13,Night,1,0
regular,13,Night,1,0
overtime,13,Night,2,0
regular,13,Night,2,0
overtime,13,Night,3,0
regular,13,Night,3,0
overtime,13,Night,4,0
regular,13,Night,4,0
overtime,13,Night,5,0
regular,13,Night,5,1
overtime,13,Night,6,0
regular,13,Night,6,1
overtime,13,Night,7,0
regular,13,Night,7,0
overtime,13,Night,8,0
regular,13,Night,8,1
overtime,13,Night,9,0
regular,13,Night,9,0
overtime,13,Night,10,0
regular,13,Night,10,1
overtime,13,Night,11,0
regular,13,Night,11,0
overtime,13,Night,12,0
regular,13,Night,12,0
overtime,13,Night,13,0
regular,13,Night,13,0
overtime,13,Night,14,0
regular,13,Night,14,0
overtime,13,Night,15,0
regular,13,Night,15,0
overtime,13,Night,16,0
regular,13,Night,16,0
overtime,13,Night,17,0
regular,13,Night,17,0
overtime,13,Night,18,0
regular,13,Night,18,0
overtime,13,Night,19,0
regular,13,Night,19,0
overtime,13,Night,20,0
regular,13,Night,20,0
overtime,13,Night,21,0
regular,13,Night,21,0
overtime,13,Night,22,0
regular,13,Night,22,1
overtime,13,Night,23,0
regular,13,Night,23,0
overtime,13,Night,24,0
regular,13,Night,24,0
overtime,13,Night,25,0
regular,13,Night,25,1
overtime,13,Night,26,0
regular,13,Night,26,0
overtime,13,Night,27,0
regular,13,Night,27,0
overtime,13,Night,28,0
regular,13,Night,28,0
overtime,13,Night,29,0
regular,13,Night,29,1
overtime,14,Morning,0,0
regular,14,Morning,0,0
overtime,14,Morning,1,0
regular,14,Morning,1,1
overtime,14,Morning,2,0
regular,14,Morning,2,0
overtime,14,Morning,3,0
regular,14,Morning,3,0
overtime,14,Morning,4,0
regular,14,Morning,4,0
overtime,14,Morning,5,0
regular,14,Morning,5,0
overtime,14,Morning,6,0
regular,14,Morning,6,0
overtime,14,Morning,7,0
regular,14,Morning,7,0
overtime,14,Morning,8,0
regular,14,Morning,8,0
overtime,14,Morning,9,0
regular,14,Morning,9,0
overtime,14,Morning,10,0
regular,14,Morning,10,0
overtime,14,Morning,11,0
regular,14,Morning,11,1
overtime,14,Morning,12,0
regular,14,Morning,12,1
overtime,14,Morning,13,0
regular,14,Morning,13,0
overtime,14,Morning,14,0
regular,14,Morning,14,0
overtime,14,Morning,15,0
regular,14,Morning,15,0
overtime,14,Morning,16,0
regular,14,Morning,16,0
overtime,14,Morning,17,0
regular,14,Morning,17,1
overtime,14,Morning,18,0
regular,14,Morning,18,0
overtime,14,Morning,19,0
regular,14,Morning,19,0
overtime,14,Morning,20,0
regular,14,Morning,20,0
overtime,14,Morning,21,0
regular,14,Morning,21,1
overtime,14,Morning,22,0
regular,14,Morning,22,0
overtime,14,Morning,23,0
regular,14,Morning,23,0
overtime,14,Morning,24,0
regular,14,Morning,24,0
overtime,14,Morning,25,0
regular,14,Morning,25,0
overtime,14,Morning,26,0
regular,14,Morning,26,1
overtime,14,Morning,27,0
regular,14,Morning,27,1
overtime,14,Morning,28,0
regular,14,Morning,28,0
overtime,14,Morning,29,0
regular,14,Morning,29,0
overtime,14,Evening,0,0
regular,14,Evening,0,1
overtime,14,Evening,1,0
regular,14,Evening,1,0
overtime,14,Evening,2,0
regular,14,Evening,2,0
overtime,14,Evening,3,0
regular,14,Evening,3,1
overtime,14,Evening,4,0
regular,14,Evening,4,0
overtime,14,Evening,5,0
regular,14,Evening,5,0
overtime,14,Evening,6,0
regular,14,Evening,6,0
overtime,14,Evening,7,0
regular,14,Evening,7,0
overtime,14,Evening,8,0
regular,14,Evening,8,0
overtime,14,Evening,9,0
regular,14,Evening,9,0
overtime,14,Evening,10,0
regular,14,Evening,10,0
overtime,14,Evening,11,0
regular,14,Evening,11,0
overtime,14,Evening,12,0
regular,14,Evening,12,0
overtime,14,Evening,13,0
regular,14,Evening,13,1
overtime,14,Evening,14,0
regular,14,Evening,14,0
overtime,14,Evening,15,0
regular,14,Evening,15,1
overtime,14,Evening,16,0
regular,14,Evening,16,0
overtime,14,Evening,17,0
regular,14,Evening,17,0
overtime,14,Evening,18,0
regular,14,Evening,18,0
overtime,14,Evening,19,0
regular,14,Evening,19,0
overtime,14,Evening,20,0
regular,14,Evening,20,1
overtime,14,Evening,21,0
regular,14,Evening,21,0
overtime,14,Evening,22,0
regular,14,Evening,22,0
overtime,14,Evening,23,0
regular,14,Evening,23,1
overtime,14,Evening,24,0
regular,14,Evening,24,1
overtime,14,Evening,25,0
regular,14,Evening,25,0
overtime,14,Evening,26,0
regular,14,Evening,26,0
overtime,14,Evening,27,0
regular,14,Evening,27,0
overtime,14,Evening,28,0
regular,14,Evening,28,0
overtime,14,Evening,29,0
regular,14,Evening,29,0
overtime,14,Night,0,0
regular,14,Night,0,0
overtime,14,Night,1,0
regular,14,Night,1,0
overtime,14,Night,2,0
regular,14,Night,2,1
overtime,14,Night,3,0
regular,14,Night,3,0
overtime,14,Night,4,0
regular,14,Night,4,0
overtime,14,Night,5,0
regular,14,Night,5,0
overtime,14,Night,6,0
regular,14,Night,6,0
overtime,14,Night,7,0
regular,14,Night,7,1
overtime,14,Night,8,0
regular,14,Night,8,0
overtime,14,Night,9,0
regular,14,Night,9,1
overtime,14,Night,10,0
regular,14,Night,10,0
overtime,14,Night,11,0
regular,14,Night,11,0
overtime,14,Night,12,1
regular,14,Night,12,0
overtime,14,Night,13,0
regular,14,Night,13,0
overtime,14,Night,14,0
regular,14,Night,14,1
overtime,14,Night,15,0
regular,14,Night,15,0
overtime,14,Night,16,0
regular,14,Night,16,0
overtime,14,Night,17,0
regular,14,Night,17,0
overtime,14,Night,18,0
regular,14,Night,18,1
overtime,14,Night,19,0
regular,14,Night,19,0
overtime,14,Night,20,0
regular,14,Night,20,0
overtime,14,Night,21,0
regular,14,Night,21,0
overtime,14,Night,22,0
regular,14,Night,22,0
overtime,14,Night,23,0
regular,14,Night,23,0
overtime,14,Night,24,0
regular,14,Night,24,0
overtime,14,Night,25,0
regular,14,Night,25,0
overtime,14,Night,26,0
regular,14,Night,26,0
overtime,14,Night,27,0
regular,14,Night,27,0
overtime,14,Night,28,0
regular,14,Night,28,1
overtime,14,Night,29,0
regular,14,Night,29,0
overtime,15,Morning,0,0
regular,15,Morning,0,0
overtime,15,Morning,1,0
regular,15,Morning,1,1
overtime,15,Morning,2,0
regular,15,Morning,2,0
overtime,15,Morning,3,0
regular,15,Morning,3,0
overtime,15,Morning,4,0
regular,15,Morning,4,0
overtime,15,Morning,5,0
regular,15,Morning,5,0
overtime,15,Morning,6,0
regular,15,Morning,6,0
overtime,15,Morning,7,0
regular,15,Morning,7,0
overtime,15,Morning,8,0
regular,15,Morning,8,0
overtime,15,Morning,9,0
regular,15,Morning,9,0
overtime,15,Morning,10,0
regular,15,Morning,10,0
overtime,15,Morning,11,0
regular,15,Morning,11,0
overtime,15,Morning,12,0
regular,15,Morning,12,0
overtime,15,Morning,13,0
regular,15,Morning,13,0
overtime,15,Morning,14,0
regular,15,Morning,14,0
overtime,15,Morning,15,0
regular,15,Morning,15,0
overtime,15,Morning,16,0
regular,15,Morning,16,1
overtime,15,Morning,17,0
regular,15,Morning,17,0
overtime,15,Morning,18,0
regular,15,Morning,18,0
overtime,15,Morning,19,0
regular,15,Morning,19,1
overtime,15,Morning,20,0
regular,15,Morning,20,0
overtime,15,Morning,21,0
regular,15,Morning,21,1
overtime,15,Morning,22,0
regular,15,Morning,22,0
overtime,15,Morning,23,0
regular,15,Morning,23,1
overtime,15,Morning,24,0
regular,15,Morning,24,1
overtime,15,Morning,25,0
regular,15,Morning,25,0
overtime,15,Morning,26,0
regular,15,Morning,26,1
overtime,15,Morning,27,0
regular,15,Morning,27,0
overtime,15,Morning,28,0
regular,15,Morning,28,0
overtime,15,Morning,29,0
regular,15,Morning,29,0
overtime,15,Evening,0,0
regular,15,Evening,0,0
overtime,15,Evening,1,0
regular,15,Evening,1,0
overtime,15,Evening,2,0
regular,15,Evening,2,0
overtime,15,Evening,3,0
regular,15,Evening,3,1
overtime,15,Evening,4,0
regular,15,Evening,4,0
overtime,15,Evening,5,0
regular,15,Evening,5,0
overtime,15,Evening,6,0
regular,15,Evening,6,1
overtime,15,Evening,7,0
regular,15,Evening,7,0
overtime,15,Evening,8,0
regular,15,Evening,8,1
overtime,15,Evening,9,0
regular,15,Evening,9,0
overtime,15,Evening,10,0
regular,15,Evening,10,1
overtime,15,Evening,11,0
regular,15,Evening,11,1
overtime,15,Evening,12,0
regular,15,Evening,12,0
overtime,15,Evening,13,0
regular,15,Evening,13,0
overtime,15,Evening,14,0
regular,15,Evening,14,0
overtime,15,Evening,15,0
regular,15,Evening,15,0
overtime,15,Evening,16,0
regular,15,Evening,16,0
overtime,15,Evening,17,0
regular,15,Evening,17,0
overtime,15,Evening,18,0
regular,15,Evening,18,0
overtime,15,Evening,19,0
regular,15,Evening,19,0
overtime,15,Evening,20,0
regular,15,Evening,20,0
overtime,15,Evening,21,0
regular,15,Evening,21,0
overtime,15,Evening,22,0
regular,15,Evening,22,1
overtime,15,Evening,23,0
regular,15,Evening,23,0
overtime,15,Evening,24,0
regular,15,Evening,24,0
overtime,15,Evening,25,0
regular,15,Evening,25,0
overtime,15,Evening,26,0
regular,15,Evening,26,0
overtime,15,Evening,27,0
regular,15,Evening,27,0
overtime,15,Evening,28,0
regular,15,Evening,28,0
overtime,15,Evening,29,0
regular,15,Evening,29,1
overtime,15,Night,0,0
regular,15,Night,0,1
overtime,15,Night,1,1
regular,15,Night,1,0
overtime,15,Night,2,0
regular,15,Night,2,0
overtime,15,Night,3,0
regular,15,Night,3,0
overtime,15,Night,4,0
regular,15,Night,4,0
overtime,15,Night,5,0
regular,15,Night,5,0
overtime,15,Night,6,0
regular,15,Night,6,0
overtime,15,Night,7,0
regular,15,Night,7,0
overtime,15,Night,8,0
regular,15,Night,8,0
overtime,15,Night,9,0
regular,15,Night,9,0
overtime,15,Night,10,0
regular,15,Night,10,0
overtime,15,Night,11,0
regular,15,Night,11,0
overtime,15,Night,12,0
regular,15,Night,12,0
overtime,15,Night,13,0
regular,15,Night,13,1
overtime,15,Night,14,0
regular,15,Night,14,0
overtime,15,Night,15,0
regular,15,Night,15,1
overtime,15,Night,16,0
regular,15,Night,16,0
overtime,15,Night,17,0
regular,15,Night,17,1
overtime,15,Night,18,0
regular,15,Night,18,0
overtime,15,Night,19,0
regular,15,Night,19,0
overtime,15,Night,20,0
regular,15,Night,20,1
overtime,15,Night,21,0
regular,15,Night,21,0
overtime,15,Night,22,0
regular,15,Night,22,0
overtime,15,Night,23,0
regular,15,Night,23,0
overtime,15,Night,24,0
regular,15,Night,24,0
overtime,15,Night,25,0
regular,15,Night,25,0
overtime,15,Night,26,0
regular,15,Night,26,0
overtime,15,Night,27,0
regular,15,Night,27,1
overtime,15,Night,28,0
regular,15,Night,28,0
overtime,15,Night,29,0
regular,15,Night,29,0
overtime,16,Morning,0,0
regular,16,Morning,0,0
overtime,16,Morning,1,0
regular,16,Morning,1,0
overtime,16,Morning,2,0
regular,16,Morning,2,1
overtime,16,Morning,3,0
regular,16,Morning,3,0
overtime,16,Morning,4,0
regular,16,Morning,4,1
overtime,16,Morning,5,0
regular,16,Morning,5,0
overtime,16,Morning,6,0
regular,16,Morning,6,0
overtime,16,Morning,7,0
regular,16,Morning,7,0
overtime,16,Morning,8,0
regular,16,Morning,8,1
overtime,16,Morning,9,0
regular,16,Morning,9,0
overtime,16,Morning,10,0
regular,16,Morning,10,0
overtime,16,Morning,11,0
regular,16,Morning,11,0
overtime,16,Morning,12,0
regular,16,Morning,12,1
overtime,16,Morning,13,0
regular,16,Morning,13,0
overtime,16,Morning,14,0
regular,16,Morning,14,0
overtime,16,Morning,15,0
regular,16,Morning,15,0
overtime,16,Morning,16,0
regular,16,Morning,16,1
overtime,16,Morning,17,0
regular,16,Morning,17,0
overtime,16,Morning,18,0
regular,16,Morning,18,0
overtime,16,Morning,19,0
regular,16,Morning,19,0
overtime,16,Morning,20,0
regular,16,Morning,20,0
overtime,16,Morning,21,0
regular,16,Morning,21,0
overtime,16,Morning,22,0
regular,16,Morning,22,0
overtime,16,Morning,23,0
regular,16,Morning,23,0
overtime,16,Morning,24,0
regular,16,Morning,24,0
overtime,16,Morning,25,1
regular,16,Morning,25,0
overtime,16,Morning,26,0
regular,16,Morning,26,0
overtime,16,Morning,27,0
regular,16,Morning,27,0
overtime,16,Morning,28,0
regular,16,Morning,28,0
overtime,16,Morning,29,0
regular,16,Morning,29,1
overtime,16,Evening,0,0
regular,16,Evening,0,0
overtime,16,Evening,1,0
regular,16,Evening,1,0
overtime,16,Evening,2,0
regular,16,Evening,2,0
overtime,16,Evening,3,0
regular,16,Evening,3,0
overtime,16,Evening,4,0
regular,16,Evening,4,0
overtime,16,Evening,5,0
regular,16,Evening,5,1
overtime,16,Evening,6,0
regular,16,Evening,6,0
overtime,16,Evening,7,0
regular,16,Evening,7,1
overtime,16,Evening,8,0
regular,16,Evening,8,0
overtime,16,Evening,9,0
regular,16,Evening,9,0
overtime,16,Evening,10,0
regular,16,Evening,10,0
overtime,16,Evening,11,0
regular,16,Evening,11,0
overtime,16,Evening,12,0
regular,16,Evening,12,0
overtime,16,Evening,13,0
regular,16,Evening,13,0
overtime,16,Evening,14,0
regular,16,Evening,14,1
overtime,16,Evening,15,0
regular,16,Evening,15,0
overtime,16,Evening,16,0
regular,16,Evening,16,0
overtime,16,Evening,17,0
regular,16,Evening,17,0
overtime,16,Evening,18,0
regular,16,Evening,18,1
overtime,16,Evening,19,0
regular,16,Evening,19,0
overtime,16,Evening,20,0
regular,16,Evening,20,0
overtime,16,Evening,21,0
regular,16,Evening,21,0
overtime,16,Evening,22,0
regular,16,Evening,22,1
overtime,16,Evening,23,0
regular,16,Evening,23,0
overtime,16,Evening,24,0
regular,16,Evening,24,1
overtime,16,Evening,25,0
regular,16,Evening,25,1
overtime,16,Evening,26,0
regular,16,Evening,26,0
overtime,16,Evening,27,0
regular,16,Evening,27,0
overtime,16,Evening,28,0
regular,16,Evening,28,0
overtime,16,Evening,29,0
regular,16,Evening,29,0
overtime,16,Night,0,0
regular,16,Night,0,0
overtime,16,Night,1,0
regular,16,Night,1,0
overtime,16,Night,2,0
regular,16,Night,2,0
overtime,16,Night,3,0
regular,16,Night,3,1
overtime,16,Night,4,0
regular,16,Night,4,0
overtime,16,Night,5,0
regular,16,Night,5,0
overtime,16,Night,6,0
regular,16,Night,6,1
overtime,16,Night,7,0
regular,16,Night,7,0
overtime,16,Night,8,0
regular,16,Night,8,0
overtime,16,Night,9,0
regular,16,Night,9,0
overtime,16,Night,10,0
regular,16,Night,10,1
overtime,16,Night,11,0
regular,16,Night,11,1
overtime,16,Night,12,0
regular,16,Night,12,0
overtime,16,Night,13,0
regular,16,Night,13,0
overtime,16,Night,14,0
regular,16,Night,14,0
overtime,16,Night,15,0
regular,16,Night,15,0
overtime,16,Night,16,0
regular,16,Night,16,0
overtime,16,Night,17,0
regular,16,Night,17,0
overtime,16,Night,18,0
regular,16,Night,18,0
overtime,16,Night,19,0
regular,16,Night,19,1
overtime,16,Night,20,0
regular,16,Night,20,0
overtime,16,Night,21,0
regular,16,Night,21,0
overtime,16,Night,22,0
regular,16,Night,22,0
overtime,16,Night,23,0
regular,16,Night,23,1
overtime,16,Night,24,0
regular,16,Night,24,0
overtime,16,Night,25,0
regular,16,Night,25,0
overtime,16,Night,26,0
regular,16,Night,26,1
overtime,16,Night,27,0
regular,16,Night,27,0
overtime,16,Night,28,0
regular,16,Night,28,0
overtime,16,Night,29,0
regular,16,Night,29,0
overtime,17,Morning,0,0
regular,17,Morning,0,1
overtime,17,Morning,1,0
regular,17,Morning,1,1
overtime,17,Morning,2,0
regular,17,Morning,2,0
overtime,17,Morning,3,0
regular,17,Morning,3,0
overtime,17,Morning,4,1
regular,17,Morning,4,0
overtime,17,Morning,5,0
regular,17,Morning,5,0
overtime,17,Morning,6,0
regular,17,Morning,6,0
overtime,17,Morning,7,0
regular,17,Morning,7,1
overtime,17,Morning,8,0
regular,17,Morning,8,0
overtime,17,Morning,9,0
regular,17,Morning,9,0
overtime,17,Morning,10,0
regular,17,Morning,10,0
overtime,17,Morning,11,0
regular,17,Morning,11,0
overtime,17,Morning,12,0
regular,17,Morning,12,0
overtime,17,Morning,13,0
regular,17,Morning,13,0
overtime,17,Morning,14,0
regular,17,Morning,14,1
overtime,17,Morning,15,0
regular,17,Morning,15,0
overtime,17,Morning,16,0
regular,17,Morning,16,0
overtime,17,Morning,17,0
regular,17,Morning,17,0
overtime,17,Morning,18,0
regular,17,Morning,18,1
overtime,17,Morning,19,0
regular,17,Morning,19,0
overtime,17,Morning,20,0
regular,17,Morning,20,0
overtime,17,Morning,21,0
regular,17,Morning,21,0
overtime,17,Morning,22,0
regular,17,Morning,22,0
overtime,17,Morning,23,0
regular,17,Morning,23,0
overtime,17,Morning,24,0
regular,17,Morning,24,0
overtime,17,Morning,25,1
regular,17,Morning,25,0
overtime,17,Morning,26,0
regular,17,Morning,26,0
overtime,17,Morning,27,0
regular,17,Morning,27,0
overtime,17,Morning,28,0
regular,17,Morning,28,0
overtime,17,Morning,29,0
regular,17,Morning,29,0
overtime,17,Evening,0,0
regular,17,Evening,0,0
overtime,17,Evening,1,0
regular,17,Evening,1,0
overtime,17,Evening,2,0
regular,17,Evening,2,1
overtime,17,Evening,3,0
regular,17,Evening,3,0
overtime,17,Evening,4,0
regular,17,Evening,4,0
overtime,17,Evening,5,0
regular,17,Evening,5,1
overtime,17,Evening,6,0
regular,17,Evening,6,0
overtime,17,Evening,7,0
regular,17,Evening,7,0
overtime,17,Evening,8,0
regular,17,Evening,8,0
overtime,17,Evening,9,0
regular,17,Evening,9,0
overtime,17,Evening,10,0
regular,17,Evening,10,0
overtime,17,Evening,11,0
regular,17,Evening,11,0
overtime,17,Evening,12,0
regular,17,Evening,12,1
overtime,17,Evening,13,0
regular,17,Evening,13,0
overtime,17,Evening,14,0
regular,17,Evening,14,0
overtime,17,Evening,15,0
regular,17,Evening,15,1
overtime,17,Evening,16,0
regular,17,Evening,16,0
overtime,17,Evening,17,0
regular,17,Evening,17,0
overtime,17,Evening,18,0
regular,17,Evening,18,0
overtime,17,Evening,19,0
regular,17,Evening,19,0
overtime,17,Evening,20,0
regular,17,Evening,20,0
overtime,17,Evening,21,0
regular,17,Evening,21,1
overtime,17,Evening,22,0
regular,17,Evening,22,0
overtime,17,Evening,23,0
regular,17,Evening,23,0
overtime,17,Evening,24,0
regular,17,Evening,24,0
overtime,17,Evening,25,0
regular,17,Evening,25,1
overtime,17,Evening,26,0
