work_type,t,shift,nurse_id,value
regular,23,Evening,17,0
overtime,23,Evening,18,1
regular,23,Evening,18,0
overtime,23,Evening,19,0
regular,23,Evening,19,0
overtime,23,Evening,20,0
regular,23,Evening,20,0
overtime,23,Evening,21,0
regular,23,Evening,21,0
overtime,23,Evening,22,0
regular,23,Evening,22,0
overtime,23,Evening,23,0
regular,23,Evening,23,0
overtime,23,Evening,24,0
regular,23,Evening,24,0
overtime,23,Evening,25,0
regular,23,Evening,25,0
overtime,23,Evening,26,0
regular,23,Evening,26,0
overtime,23,Evening,27,0
regular,23,Evening,27,1
overtime,23,Evening,28,0
regular,23,Evening,28,1
overtime,23,Evening,29,0
regular,23,Evening,29,0
overtime,23,Night,0,0
regular,23,Night,0,0
overtime,23,Night,1,0
regular,23,Night,1,0
overtime,23,Night,2,0
regular,23,Night,2,0
overtime,23,Night,3,0
regular,23,Night,3,0
overtime,23,Night,4,0
regular,23,Night,4,0
overtime,23,Night,5,0
regular,23,Night,5,0
overtime,23,Night,6,0
regular,23,Night,6,0
overtime,23,Night,7,0
regular,23,Night,7,1
overtime,23,Night,8,0
regular,23,Night,8,0
overtime,23,Night,9,0
regular,23,Night,9,0
overtime,23,Night,10,0
regular,23,Night,10,1
overtime,23,Night,11,0
regular,23,Night,11,0
overtime,23,Night,12,0
regular,23,Night,12,0
overtime,23,Night,13,0
regular,23,Night,13,1
overtime,23,Night,14,0
regular,23,Night,14,0
overtime,23,Night,15,0
regular,23,Night,15,0
overtime,23,Night,16,0
regular,23,Night,16,0
overtime,23,Night,17,0
regular,23,Night,17,0
overtime,23,Night,18,0
regular,23,Night,18,0
overtime,23,Night,19,0
regular,23,Night,19,1
overtime,23,Night,20,0
regular,23,Night,20,1
overtime,23,Night,21,0
regular,23,Night,21,1
overtime,23,Night,22,0
regular,23,Night,22,0
overtime,23,Night,23,0
regular,23,Night,23,0
overtime,23,Night,24,0
regular,23,Night,24,0
overtime,23,Night,25,0
regular,23,Night,25,0
overtime,23,Night,26,0
regular,23,Night,26,0
overtime,23,Night,27,0
regular,23,Night,27,0
overtime,23,Night,28,0
regular,23,Night,28,0
overtime,23,Night,29,0
regular,23,Night,29,1
overtime,24,Morning,0,0
regular,24,Morning,0,1
overtime,24,Morning,1,0
regular,24,Morning,1,0
overtime,24,Morning,2,0
regular,24,Morning,2,0
overtime,24,Morning,3,0
regular,24,Morning,3,1
overtime,24,Morning,4,0
regular,24,Morning,4,0
overtime,24,Morning,5,0
regular,24,Morning,5,0
overtime,24,Morning,6,0
regular,24,Morning,6,0
overtime,24,Morning,7,0
regular,24,Morning,7,0
overtime,24,Morning,8,0
regular,24,Morning,8,0
overtime,24,Morning,9,0
regular,24,Morning,9,0
overtime,24,Morning,10,0
regular,24,Morning,10,0
overtime,24,Morning,11,0
regular,24,Morning,11,0
overtime,24,Morning,12,0
regular,24,Morning,12,0
overtime,24,Morning,13,0
regular,24,Morning,13,0
overtime,24,Morning,14,0
regular,24,Morning,14,1
overtime,24,Morning,15,0
regular,24,Morning,15,0
overtime,24,Morning,16,0
regular,24,Morning,16,0
overtime,24,Morning,17,0
regular,24,Morning,17,0
overtime,24,Morning,18,1
regular,24,Morning,18,0
overtime,24,Morning,19,0
regular,24,Morning,19,0
overtime,24,Morning,20,0
regular,24,Morning,20,0
overtime,24,Morning,21,0
regular,24,Morning,21,0
overtime,24,Morning,22,0
regular,24,Morning,22,0
overtime,24,Morning,23,0
regular,24,Morning,23,0
overtime,24,Morning,24,0
regular,24,Morning,24,1
overtime,24,Morning,25,0
regular,24,Morning,25,1
overtime,24,Morning,26,0
regular,24,Morning,26,0
overtime,24,Morning,27,0
regular,24,Morning,27,0
overtime,24,Morning,28,0
regular,24,Morning,28,1
overtime,24,Morning,29,0
regular,24,Morning,29,0
overtime,24,Evening,0,0
regular,24,Evening,0,0
overtime,24,Evening,1,0
regular,24,Evening,1,0
overtime,24,Evening,2,0
regular,24,Evening,2,1
overtime,24,Evening,3,0
regular,24,Evening,3,0
overtime,24,Evening,4,0
regular,24,Evening,4,1
overtime,24,Evening,5,0
regular,24,Evening,5,0
overtime,24,Evening,6,1
regular,24,Evening,6,0
overtime,24,Evening,7,0
regular,24,Evening,7,0
overtime,24,Evening,8,0
regular,24,Evening,8,0
overtime,24,Evening,9,0
regular,24,Evening,9,0
overtime,24,Evening,10,0
regular,24,Evening,10,0
overtime,24,Evening,11,0
regular,24,Evening,11,0
overtime,24,Evening,12,0
regular,24,Evening,12,1
overtime,24,Evening,13,0
regular,24,Evening,13,0
overtime,24,Evening,14,0
regular,24,Evening,14,0
overtime,24,Evening,15,0
regular,24,Evening,15,1
overtime,24,Evening,16,0
regular,24,Evening,16,0
overtime,24,Evening,17,0
regular,24,Evening,17,0
overtime,24,Evening,18,0
regular,24,Evening,18,1
overtime,24,Evening,19,0
regular,24,Evening,19,0
overtime,24,Evening,20,0
regular,24,Evening,20,0
overtime,24,Evening,21,0
regular,24,Evening,21,0
overtime,24,Evening,22,0
regular,24,Evening,22,0
overtime,24,Evening,23,0
regular,24,Evening,23,0
overtime,24,Evening,24,0
regular,24,Evening,24,0
overtime,24,Evening,25,0
regular,24,Evening,25,0
overtime,24,Evening,26,0
regular,24,Evening,26,1
overtime,24,Evening,27,0
regular,24,Evening,27,0
overtime,24,Evening,28,0
regular,24,Evening,28,0
overtime,24,Evening,29,0
regular,24,Evening,29,0
overtime,24,Night,0,1
regular,24,Night,0,0
overtime,24,Night,1,0
regular,24,Night,1,1
overtime,24,Night,2,0
regular,24,Night,2,0
overtime,24,Night,3,0
regular,24,Night,3,0
overtime,24,Night,4,0
regular,24,Night,4,0
overtime,24,Night,5,0
regular,24,Night,5,1
overtime,24,Night,6,0
regular,24,Night,6,0
overtime,24,Night,7,0
regular,24,Night,7,0
overtime,24,Night,8,0
regular,24,Night,8,1
overtime,24,Night,9,0
regular,24,Night,9,1
overtime,24,Night,10,0
regular,24,Night,10,0
overtime,24,Night,11,0
regular,24,Night,11,0
overtime,24,Night,12,0
regular,24,Night,12,0
overtime,24,Night,13,0
regular,24,Night,13,0
overtime,24,Night,14,0
regular,24,Night,14,0
overtime,24,Night,15,0
regular,24,Night,15,0
overtime,24,Night,16,0
regular,24,Night,16,0
overtime,24,Night,17,0
regular,24,Night,17,1
overtime,24,Night,18,0
regular,24,Night,18,0
overtime,24,Night,19,0
regular,24,Night,19,0
overtime,24,Night,20,0
regular,24,Night,20,0
overtime,24,Night,21,0
regular,24,Night,21,0
overtime,24,Night,22,0
regular,24,Night,22,0
overtime,24,Night,23,0
regular,24,Night,23,0
overtime,24,Night,24,0
regular,24,Night,24,0
overtime,24,Night,25,0
regular,24,Night,25,0
overtime,24,Night,26,0
regular,24,Night,26,0
overtime,24,Night,27,0
regular,24,Night,27,1
overtime,24,Night,28,0
regular,24,Night,28,0
overtime,24,Night,29,0
regular,24,Night,29,0
overtime,25,Morning,0,0
regular,25,Morning,0,0
overtime,25,Morning,1,0
regular,25,Morning,1,0
overtime,25,Morning,2,0
regular,25,Morning,2,1
overtime,25,Morning,3,0
regular,25,Morning,3,0
overtime,25,Morning,4,0
regular,25,Morning,4,0
overtime,25,Morning,5,0
regular,25,Morning,5,0
overtime,25,Morning,6,0
regular,25,Morning,6,0
overtime,25,Morning,7,0
regular,25,Morning,7,0
overtime,25,Morning,8,0
regular,25,Morning,8,0
overtime,25,Morning,9,0
regular,25,Morning,9,0
overtime,25,Morning,10,0
regular,25,Morning,10,1
overtime,25,Morning,11,0
regular,25,Morning,11,0
overtime,25,Morning,12,0
regular,25,Morning,12,1
overtime,25,Morning,13,0
regular,25,Morning,13,0
overtime,25,Morning,14,0
regular,25,Morning,14,0
overtime,25,Morning,15,0
regular,25,Morning,15,0
overtime,25,Morning,16,0
regular,25,Morning,16,0
overtime,25,Morning,17,0
regular,25,Morning,17,0
overtime,25,Morning,18,0
regular,25,Morning,18,0
overtime,25,Morning,19,0
regular,25,Morning,19,1
overtime,25,Morning,20,0
regular,25,Morning,20,1
overtime,25,Morning,21,0
regular,25,Morning,21,0
overtime,25,Morning,22,0
regular,25,Morning,22,1
overtime,25,Morning,23,0
regular,25,Morning,23,0
overtime,25,Morning,24,0
regular,25,Morning,24,0
overtime,25,Morning,25,0
regular,25,Morning,25,0
overtime,25,Morning,26,0
regular,25,Morning,26,0
overtime,25,Morning,27,0
regular,25,Morning,27,0
overtime,25,Morning,28,0
regular,25,Morning,28,0
overtime,25,Morning,29,0
regular,25,Morning,29,1
overtime,25,Evening,0,0
regular,25,Evening,0,0
overtime,25,Evening,1,0
regular,25,Evening,1,0
overtime,25,Evening,2,0
regular,25,Evening,2,0
overtime,25,Evening,3,1
regular,25,Evening,3,0
overtime,25,Evening,4,0
regular,25,Evening,4,0
overtime,25,Evening,5,0
regular,25,Evening,5,0
overtime,25,Evening,6,0
regular,25,Evening,6,1
overtime,25,Evening,7,0
regular,25,Evening,7,1
overtime,25,Evening,8,0
regular,25,Evening,8,0
overtime,25,Evening,9,0
regular,25,Evening,9,0
overtime,25,Evening,10,0
regular,25,Evening,10,0
overtime,25,Evening,11,0
regular,25,Evening,11,0
overtime,25,Evening,12,0
regular,25,Evening,12,0
overtime,25,Evening,13,0
regular,25,Evening,13,1
overtime,25,Evening,14,0
regular,25,Evening,14,0
overtime,25,Evening,15,0
regular,25,Evening,15,0
overtime,25,Evening,16,0
regular,25,Evening,16,1
overtime,25,Evening,17,0
regular,25,Evening,17,0
overtime,25,Evening,18,0
regular,25,Evening,18,0
overtime,25,Evening,19,0
regular,25,Evening,19,0
overtime,25,Evening,20,0
regular,25,Evening,20,0
overtime,25,Evening,21,0
regular,25,Evening,21,1
overtime,25,Evening,22,0
regular,25,Evening,22,0
overtime,25,Evening,23,0
regular,25,Evening,23,0
overtime,25,Evening,24,0
regular,25,Evening,24,0
overtime,25,Evening,25,0
regular,25,Evening,25,1
overtime,25,Evening,26,0
regular,25,Evening,26,0
overtime,25,Evening,27,0
regular,25,Evening,27,0
overtime,25,Evening,28,0
regular,25,Evening,28,0
overtime,25,Evening,29,0
regular,25,Evening,29,0
overtime,25,Night,0,0
regular,25,Night,0,0
overtime,25,Night,1,0
regular,25,Night,1,0
overtime,25,Night,2,0
regular,25,Night,2,0
overtime,25,Night,3,0
regular,25,Night,3,0
overtime,25,Night,4,0
regular,25,Night,4,1
overtime,25,Night,5,0
regular,25,Night,5,0
overtime,25,Night,6,0
regular,25,Night,6,0
overtime,25,Night,7,0
regular,25,Night,7,0
overtime,25,Night,8,0
regular,25,Night,8,0
overtime,25,Night,9,0
regular,25,Night,9,0
overtime,25,Night,10,0
regular,25,Night,10,0
overtime,25,Night,11,0
regular,25,Night,11,0
overtime,25,Night,12,0
regular,25,Night,12,0
overtime,25,Night,13,0
regular,25,Night,13,0
overtime,25,Night,14,0
regular,25,Night,14,1
overtime,25,Night,15,0
regular,25,Night,15,1
overtime,25,Night,16,0
regular,25,Night,16,0
overtime,25,Night,17,0
regular,25,Night,17,0
overtime,25,Night,18,0
regular,25,Night,18,1
overtime,25,Night,19,0
regular,25,Night,19,0
overtime,25,Night,20,0
regular,25,Night,20,0
overtime,25,Night,21,0
regular,25,Night,21,0
overtime,25,Night,22,0
regular,25,Night,22,0
overtime,25,Night,23,0
regular,25,Night,23,0
overtime,25,Night,24,0
regular,25,Night,24,1
overtime,25,Night,25,0
regular,25,Night,25,0
overtime,25,Night,26,0
regular,25,Night,26,1
overtime,25,Night,27,0
regular,25,Night,27,0
overtime,25,Night,28,0
regular,25,Night,28,1
overtime,25,Night,29,0
regular,25,Night,29,0
overtime,26,Morning,0,0
regular,26,Morning,0,1
overtime,26,Morning,1,0
regular,26,Morning,1,1
overtime,26,Morning,2,0
regular,26,Morning,2,0
overtime,26,Morning,3,0
regular,26,Morning,3,0
overtime,26,Morning,4,0
regular,26,Morning,4,0
overtime,26,Morning,5,0
regular,26,Morning,5,0
overtime,26,Morning,6,0
regular,26,Morning,6,0
overtime,26,Morning,7,0
regular,26,Morning,7,0
overtime,26,Morning,8,0
regular,26,Morning,8,0
overtime,26,Morning,9,0
regular,26,Morning,9,1
overtime,26,Morning,10,0
regular,26,Morning,10,0
overtime,26,Morning,11,0
regular,26,Morning,11,0
overtime,26,Morning,12,0
regular,26,Morning,12,0
overtime,26,Morning,13,0
regular,26,Morning,13,0
overtime,26,Morning,14,0
regular,26,Morning,14,0
overtime,26,Morning,15,0
regular,26,Morning,15,0
overtime,26,Morning,16,0
regular,26,Morning,16,0
overtime,26,Morning,17,0
regular,26,Morning,17,0
overtime,26,Morning,18,0
regular,26,Morning,18,0
overtime,26,Morning,19,0
regular,26,Morning,19,1
overtime,26,Morning,20,0
regular,26,Morning,20,1
overtime,26,Morning,21,0
regular,26,Morning,21,0
overtime,26,Morning,22,0
regular,26,Morning,22,1
overtime,26,Morning,23,0
regular,26,Morning,23,1
overtime,26,Morning,24,0
regular,26,Morning,24,0
overtime,26,Morning,25,0
regular,26,Morning,25,0
overtime,26,Morning,26,0
regular,26,Morning,26,0
overtime,26,Morning,27,0
regular,26,Morning,27,0
overtime,26,Morning,28,0
regular,26,Morning,28,0
overtime,26,Morning,29,0
regular,26,Morning,29,0
overtime,26,Evening,0,0
regular,26,Evening,0,0
overtime,26,Evening,1,0
regular,26,Evening,1,0
overtime,26,Evening,2,0
regular,26,Evening,2,0
overtime,26,Evening,3,0
regular,26,Evening,3,0
overtime,26,Evening,4,0
regular,26,Evening,4,0
overtime,26,Evening,5,0
regular,26,Evening,5,0
overtime,26,Evening,6,0
regular,26,Evening,6,0
overtime,26,Evening,7,0
regular,26,Evening,7,0
overtime,26,Evening,8,0
regular,26,Evening,8,1
overtime,26,Evening,9,0
regular,26,Evening,9,0
overtime,26,Evening,10,0
regular,26,Evening,10,0
overtime,26,Evening,11,0
regular,26,Evening,11,1
overtime,26,Evening,12,0
regular,26,Evening,12,0
overtime,26,Evening,13,0
regular,26,Evening,13,0
overtime,26,Evening,14,0
regular,26,Evening,14,0
overtime,26,Evening,15,0
regular,26,Evening,15,0
overtime,26,Evening,16,0
regular,26,Evening,16,0
overtime,26,Evening,17,0
regular,26,Evening,17,0
overtime,26,Evening,18,0
regular,26,Evening,18,0
overtime,26,Evening,19,0
regular,26,Evening,19,0
overtime,26,Evening,20,0
regular,26,Evening,20,0
overtime,26,Evening,21,0
regular,26,Evening,21,1
overtime,26,Evening,22,1
regular,26,Evening,22,0
overtime,26,Evening,23,0
regular,26,Evening,23,0
overtime,26,Evening,24,0
regular,26,Evening,24,0
overtime,26,Evening,25,0
regular,26,Evening,25,1
overtime,26,Evening,26,0
regular,26,Evening,26,0
overtime,26,Evening,27,0
regular,26,Evening,27,1
overtime,26,Evening,28,0
regular,26,Evening,28,0
overtime,26,Evening,29,0
regular,26,Evening,29,1
overtime,26,Night,0,0
regular,26,Night,0,0
overtime,26,Night,1,0
regular,26,Night,1,0
overtime,26,Night,2,0
regular,26,Night,2,0
overtime,26,Night,3,0
regular,26,Night,3,1
overtime,26,Night,4,0
regular,26,Night,4,0
overtime,26,Night,5,0
regular,26,Night,5,0
overtime,26,Night,6,0
regular,26,Night,6,1
overtime,26,Night,7,0
regular,26,Night,7,1
overtime,26,Night,8,0
regular,26,Night,8,0
overtime,26,Night,9,0
regular,26,Night,9,0
overtime,26,Night,10,0
regular,26,Night,10,1
overtime,26,Night,11,0
regular,26,Night,11,0
overtime,26,Night,12,0
regular,26,Night,12,1
overtime,26,Night,13,0
regular,26,Night,13,1
overtime,26,Night,14,0
regular,26,Night,14,0
overtime,26,Night,15,0
regular,26,Night,15,0
overtime,26,Night,16,0
regular,26,Night,16,1
overtime,26,Night,17,0
regular,26,Night,17,0
overtime,26,Night,18,0
regular,26,Night,18,0
overtime,26,Night,19,0
regular,26,Night,19,0
overtime,26,Night,20,0
regular,26,Night,20,0
overtime,26,Night,21,0
regular,26,Night,21,0
overtime,26,Night,22,0
regular,26,Night,22,0
overtime,26,Night,23,0
regular,26,Night,23,0
overtime,26,Night,24,0
regular,26,Night,24,0
overtime,26,Night,25,0
regular,26,Night,25,0
overtime,26,Night,26,0
regular,26,Night,26,0
overtime,26,Night,27,0
regular,26,Night,27,0
overtime,26,Night,28,0
regular,26,Night,28,0
overtime,26,Night,29,0
regular,26,Night,29,0
overtime,27,Morning,0,0
regular,27,Morning,0,1
overtime,27,Morning,1,0
regular,27,Morning,1,0
overtime,27,Morning,2,0
regular,27,Morning,2,1
overtime,27,Morning,3,0
regular,27,Morning,3,0
overtime,27,Morning,4,0
regular,27,Morning,4,0
overtime,27,Morning,5,0
regular,27,Morning,5,1
overtime,27,Morning,6,0
regular,27,Morning,6,0
overtime,27,Morning,7,0
regular,27,Morning,7,0
overtime,27,Morning,8,0
regular,27,Morning,8,0
overtime,27,Morning,9,0
regular,27,Morning,9,0
overtime,27,Morning,10,0
regular,27,Morning,10,0
overtime,27,Morning,11,0
regular,27,Morning,11,1
overtime,27,Morning,12,0
regular,27,Morning,12,0
overtime,27,Morning,13,0
regular,27,Morning,13,0
overtime,27,Morning,14,0
regular,27,Morning,14,0
overtime,27,Morning,15,0
regular,27,Morning,15,0
overtime,27,Morning,16,0
regular,27,Morning,16,0
overtime,27,Morning,17,0
regular,27,Morning,17,0
overtime,27,Morning,18,0
regular,27,Morning,18,1
overtime,27,Morning,19,0
regular,27,Morning,19,0
overtime,27,Morning,20,0
regular,27,Morning,20,0
overtime,27,Morning,21,0
regular,27,Morning,21,0
overtime,27,Morning,22,0
regular,27,Morning,22,0
overtime,27,Morning,23,0
regular,27,Morning,23,1
overtime,27,Morning,24,0
regular,27,Morning,24,0
overtime,27,Morning,25,0
regular,27,Morning,25,0
overtime,27,Morning,26,0
regular,27,Morning,26,0
overtime,27,Morning,27,1
regular,27,Morning,27,0
overtime,27,Morning,28,0
regular,27,Morning,28,0
overtime,27,Morning,29,0
regular,27,Morning,29,0
overtime,27,Evening,0,0
regular,27,Evening,0,0
overtime,27,Evening,1,0
regular,27,Evening,1,0
overtime,27,Evening,2,0
regular,27,Evening,2,0
overtime,27,Evening,3,0
regular,27,Evening,3,0
overtime,27,Evening,4,0
regular,27,Evening,4,0
overtime,27,Evening,5,0
regular,27,Evening,5,0
overtime,27,Evening,6,0
regular,27,Evening,6,0
overtime,27,Evening,7,0
regular,27,Evening,7,0
overtime,27,Evening,8,0
regular,27,Evening,8,0
overtime,27,Evening,9,0
regular,27,Evening,9,1
overtime,27,Evening,10,0
regular,27,Evening,10,0
overtime,27,Evening,11,0
regular,27,Evening,11,0
overtime,27,Evening,12,0
regular,27,Evening,12,0
overtime,27,Evening,13,0
regular,27,Evening,13,0
overtime,27,Evening,14,0
regular,27,Evening,14,0
overtime,27,Evening,15,0
regular,27,Evening,15,1
overtime,27,Evening,16,0
regular,27,Evening,16,0
overtime,27,Evening,17,0
regular,27,Evening,17,1
overtime,27,Evening,18,0
regular,27,Evening,18,0
overtime,27,Evening,19,0
regular,27,Evening,19,0
overtime,27,Evening,20,0
regular,27,Evening,20,0
overtime,27,Evening,21,0
regular,27,Evening,21,0
overtime,27,Evening,22,0
regular,27,Evening,22,1
overtime,27,Evening,23,0
regular,27,Evening,23,0
overtime,27,Evening,24,0
regular,27,Evening,24,1
overtime,27,Evening,25,0
regular,27,Evening,25,0
overtime,27,Evening,26,0
regular,27,Evening,26,0
overtime,27,Evening,27,0
regular,27,Evening,27,1
overtime,27,Evening,28,0
regular,27,Evening,28,1
overtime,27,Evening,29,0
regular,27,Evening,29,0
overtime,27,Night,0,1
regular,27,Night,0,0
overtime,27,Night,1,0
regular,27,Night,1,1
overtime,27,Night,2,0
regular,27,Night,2,0
overtime,27,Night,3,0
regular,27,Night,3,0
overtime,27,Night,4,0
regular,27,Night,4,0
overtime,27,Night,5,0
regular,27,Night,5,0
overtime,27,Night,6,0
regular,27,Night,6,0
overtime,27,Night,7,0
regular,27,Night,7,0
overtime,27,Night,8,0
regular,27,Night,8,1
overtime,27,Night,9,0
regular,27,Night,9,0
overtime,27,Night,10,0
regular,27,Night,10,0
overtime,27,Night,11,0
regular,27,Night,11,0
overtime,27,Night,12,0
regular,27,Night,12,0
overtime,27,Night,13,0
regular,27,Night,13,0
overtime,27,Night,14,0
regular,27,Night,14,0
overtime,27,Night,15,0
regular,27,Night,15,0
overtime,27,Night,16,0
regular,27,Night,16,0
overtime,27,Night,17,0
regular,27,Night,17,0
overtime,27,Night,18,0
regular,27,Night,18,0
overtime,27,Night,19,0
regular,27,Night,19,1
overtime,27,Night,20,0
regular,27,Night,20,1
overtime,27,Night,21,0
regular,27,Night,21,0
overtime,27,Night,22,0
regular,27,Night,22,0
overtime,27,Night,23,0
regular,27,Night,23,0
overtime,27,Night,24,0
regular,27,Night,24,0
overtime,27,Night,25,0
regular,27,Night,25,1
overtime,27,Night,26,0
regular,27,Night,26,0
overtime,27,Night,27,0
regular,27,Night,27,0
overtime,27,Night,28,0
regular,27,Night,28,0
overtime,27,Night,29,0
regular,27,Night,29,1
overtime,28,Morning,0,0
regular,28,Morning,0,0
overtime,28,Morning,1,0
regular,28,Morning,1,0
overtime,28,Morning,2,0
regular,28,Morning,2,0
overtime,28,Morning,3,0
regular,28,Morning,3,1
overtime,28,Morning,4,0
regular,28,Morning,4,0
overtime,28,Morning,5,0
regular,28,Morning,5,1
overtime,28,Morning,6,0
regular,28,Morning,6,1
overtime,28,Morning,7,0
regular,28,Morning,7,0
overtime,28,Morning,8,0
regular,28,Morning,8,0
overtime,28,Morning,9,0
regular,28,Morning,9,0
overtime,28,Morning,10,0
regular,28,Morning,10,1
overtime,28,Morning,11,0
regular,28,Morning,11,0
overtime,28,Morning,12,0
regular,28,Morning,12,0
overtime,28,Morning,13,0
regular,28,Morning,13,0
overtime,28,Morning,14,0
regular,28,Morning,14,1
overtime,28,Morning,15,0
regular,28,Morning,15,0
overtime,28,Morning,16,0
regular,28,Morning,16,0
overtime,28,Morning,17,0
regular,28,Morning,17,0
overtime,28,Morning,18,0
regular,28,Morning,18,0
overtime,28,Morning,19,0
regular,28,Morning,19,0
overtime,28,Morning,20,0
regular,28,Morning,20,0
overtime,28,Morning,21,0
regular,28,Morning,21,0
overtime,28,Morning,22,0
regular,28,Morning,22,0
overtime,28,Morning,23,0
regular,28,Morning,23,0
overtime,28,Morning,24,0
regular,28,Morning,24,1
overtime,28,Morning,25,0
regular,28,Morning,25,0
overtime,28,Morning,26,0
regular,28,Morning,26,1
overtime,28,Morning,27,0
regular,28,Morning,27,0
overtime,28,Morning,28,0
regular,28,Morning,28,0
overtime,28,Morning,29,0
regular,28,Morning,29,0
overtime,28,Evening,0,0
regular,28,Evening,0,0
overtime,28,Evening,1,0
regular,28,Evening,1,0
overtime,28,Evening,2,0
regular,28,Evening,2,0
overtime,28,Evening,3,0
regular,28,Evening,3,0
overtime,28,Evening,4,0
regular,28,Evening,4,1
overtime,28,Evening,5,0
regular,28,Evening,5,0
overtime,28,Evening,6,0
regular,28,Evening,6,0
overtime,28,Evening,7,0
regular,28,Evening,7,0
overtime,28,Evening,8,0
regular,28,Evening,8,0
overtime,28,Evening,9,0
regular,28,Evening,9,0
overtime,28,Evening,10,0
regular,28,Evening,10,0
overtime,28,Evening,11,0
regular,28,Evening,11,0
overtime,28,Evening,12,0
regular,28,Evening,12,1
overtime,28,Evening,13,0
regular,28,Evening,13,1
overtime,28,Evening,14,0
regular,28,Evening,14,0
overtime,28,Evening,15,0
regular,28,Evening,15,0
overtime,28,Evening,16,0
regular,28,Evening,16,1
overtime,28,Evening,17,0
regular,28,Evening,17,1
overtime,28,Evening,18,0
regular,28,Evening,18,1
overtime,28,Evening,19,0
regular,28,Evening,19,0
overtime,28,Evening,20,0
regular,28,Evening,20,0
overtime,28,Evening,21,0
regular,28,Evening,21,1
overtime,28,Evening,22,0
regular,28,Evening,22,0
overtime,28,Evening,23,0
regular,28,Evening,23,0
overtime,28,Evening,24,0
regular,28,Evening,24,0
overtime,28,Evening,25,0
regular,28,Evening,25,0
overtime,28,Evening,26,0
regular,28,Evening,26,0
overtime,28,Evening,27,0
regular,28,Evening,27,0
overtime,28,Evening,28,0
regular,28,Evening,28,0
overtime,28,Evening,29,0
regular,28,Evening,29,0
overtime,28,Night,0,0
regular,28,Night,0,0
overtime,28,Night,1,0
regular,28,Night,1,0
overtime,28,Night,2,0
regular,28,Night,2,1
overtime,28,Night,3,0
regular,28,Night,3,0
overtime,28,Night,4,0
regular,28,Night,4,0
overtime,28,Night,5,0
regular,28,Night,5,0
overtime,28,Night,6,0
regular,28,Night,6,0
overtime,28,Night,7,0
regular,28,Night,7,0
overtime,28,Night,8,0
regular,28,Night,8,0
overtime,28,Night,9,0
regular,28,Night,9,1
overtime,28,Night,10,0
regular,28,Night,10,0
overtime,28,Night,11,0
regular,28,Night,11,1
overtime,28,Night,12,0
regular,28,Night,12,0
overtime,28,Night,13,0
regular,28,Night,13,0
overtime,28,Night,14,0
regular,28,Night,14,0
overtime,28,Night,15,0
regular,28,Night,15,1
overtime,28,Night,16,0
regular,28,Night,16,0
overtime,28,Night,17,0
regular,28,Night,17,0
overtime,28,Night,18,0
regular,28,Night,18,0
overtime,28,Night,19,0
regular,28,Night,19,0
overtime,28,Night,20,0
regular,28,Night,20,0
overtime,28,Night,21,0
regular,28,Night,21,0
overtime,28,Night,22,0
regular,28,Night,22,1
overtime,28,Night,23,0
regular,28,Night,23,0
overtime,28,Night,24,0
regular,28,Night,24,0
overtime,28,Night,25,0
regular,28,Night,25,0
overtime,28,Night,26,0
regular,28,Night,26,0
overtime,28,Night,27,0
regular,28,Night,27,1
overtime,28,Night,28,0
regular,28,Night,28,1
overtime,28,Night,29,0
regular,28,Night,29,0
overtime,29,Morning,0,0
regular,29,Morning,0,0
overtime,29,Morning,1,0
regular,29,Morning,1,0
overtime,29,Morning,2,0
regular,29,Morning,2,0
overtime,29,Morning,3,0
regular,29,Morning,3,0
overtime,29,Morning,4,0
regular,29,Morning,4,0
overtime,29,Morning,5,1
regular,29,Morning,5,0
overtime,29,Morning,6,0
regular,29,Morning,6,1
overtime,29,Morning,7,0
regular,29,Morning,7,0
overtime,29,Morning,8,0
regular,29,Morning,8,0
overtime,29,Morning,9,0
regular,29,Morning,9,0
overtime,29,Morning,10,0
regular,29,Morning,10,1
overtime,29,Morning,11,0
regular,29,Morning,11,0
overtime,29,Morning,12,0
regular,29,Morning,12,0
overtime,29,Morning,13,0
regular,29,Morning,13,0
overtime,29,Morning,14,0
regular,29,Morning,14,1
overtime,29,Morning,15,0
regular,29,Morning,15,0
overtime,29,Morning,16,0
regular,29,Morning,16,0
overtime,29,Morning,17,0
regular,29,Morning,17,0
overtime,29,Morning,18,0
regular,29,Morning,18,0
overtime,29,Morning,19,0
regular,29,Morning,19,0
overtime,29,Morning,20,0
regular,29,Morning,20,1
overtime,29,Morning,21,0
regular,29,Morning,21,0
overtime,29,Morning,22,0
regular,29,Morning,22,0
overtime,29,Morning,23,0
regular,29,Morning,23,1
overtime,29,Morning,24,0
regular,29,Morning,24,0
overtime,29,Morning,25,0
regular,29,Morning,25,0
overtime,29,Morning,26,0
regular,29,Morning,26,1
overtime,29,Morning,27,0
regular,29,Morning,27,0
overtime,29,Morning,28,0
regular,29,Morning,28,0
overtime,29,Morning,29,0
regular,29,Morning,29,0
overtime,29,Evening,0,0
regular,29,Evening,0,1
overtime,29,Evening,1,0
regular,29,Evening,1,0
overtime,29,Evening,2,0
regular,29,Evening,2,0
overtime,29,Evening,3,1
regular,29,Evening,3,0
overtime,29,Evening,4,0
regular,29,Evening,4,1
overtime,29,Evening,5,0
regular,29,Evening,5,0
overtime,29,Evening,6,0
regular,29,Evening,6,0
overtime,29,Evening,7,0
regular,29,Evening,7,1
overtime,29,Evening,8,0
